Participant ID,hd12_1_db_e_before_walk,hd12_2_db_e_before_car,hd1_1_db_a_approach_walk,hd2_1_db_a_toy_family,hd2_2_db_a_food_approach_family,hd1_2_db_a_delivery,hd2_3_db_a_food_take_family,hd5_1_db_a_dog_approach,hd1_3_db_a_stranger_yard,hd5_2_db_a_dog_growled_at,hd7_1_db_a_food_familiar_dog,hd7_2_db_a_toy_familiar_dog,hd3_1_db_f_approach_stranger,hd4_1_db_f_noise,hd3_2_db_f_unfamiliar_touch,hd4_2_db_f_strange_objects,hd6_1_db_f_strange_dog,hd4_3_db_f_strange_situations,hd6_2_db_f_strange_dog_growl,hd13_1_db_f_nails_family,hd13_2_db_f_bath_family,hd8_1_db_s_agitation,hd8_2_db_s_bark,hd8_3_db_s_scratching,hd9_2_db_at_follow,hd9_1_db_at_sit_close,hd10_2_db_td_sit,hd10_3_db_td_stay,hd10_1_db_td_distracted,hd11_1_db_m_chase_bird,hd11_2_db_m_chase_squirrel,hd11_3_db_m_escape,hmisc_1_db_m_chew,hmisc_2_db_m_pull,hmisc_3_db_m_urine_object,hmisc_4_db_m_urine_alone,hmisc_5_db_m_defecate_alone,hd14_1_db_m_hyperactive,hd14_2_db_m_playful,hd14_3_db_m_active,hmisc_6_db_m_chase_tail,hmisc_7_db_m_bark,cd10_1_tra1,cd10_2_tra2,cd10_3_tra3,tra4,tra5,tra6,tra7,tra8,cd1_1_agg10,cd1_1_agg11,cd2_1_agg13,cd2_2_agg17,cd1_2_agg18,cd2_3_agg19,cd1_3_agg20,cd5_1_agg23,cd5_1_agg24,cd5_2_agg29,cd7_1_agg34,cd7_2_agg35,cd3_1_fear36,cd3_1_fear37,cd4_1_fear38,cd3_2_fear40,cd4_2_fear42,cd6_1_fear45,cd6_1_fear46,cd4_3_fear47,cd13_1_fear49,cd13_2_fear50,cd6_2_fear53,cd8_1_sep_56,cd8_2_sep_57,cd8_2_sep_58,cd8_3_sep_60,cd12_1_exc_65,cd12_2_exc_66,cd9_2_att_69,cd9_1_att_70,cd11_1_mis_75,cd11_2_mis_76,cd11_3_mis_77,cmisc_1_mis_80,cmisc_2_mis_85,cmisc_3_mis_86,cmisc_4_mis_88,cmisc_5_mis_89,cd14_1_mis_90,cd14_2_mis_91,cd14_3_mis_92,cmisc_6_mis_95,cmisc_7_mis_97,D1_Stranger_Agg_S,D2_Owner_Agg_S,D3_Stranger_Fear_S,D6_Dog_Fear_S,D8_Separation_Behav_S,D9_Attachment_S,D10_Trainability_S,D11_Chasing_S,D12_Excitability_S,D13_Touch_Sens_S,D14_Energy_S,D_Other_S,D4_Non_Social_Fear_S,D7_Dog_Rivalry_S,D5_Dog_Agg_S,D1_Stranger_Agg_L,D2_Owner_Agg_L,D3_Stranger_Fear_L,D4_Non_Social_Fear_L,D5_Dog_Agg_L,D6_Dog_Fear_L,D7_Dog_Rivalry_L,D8_Separation_Behav_L,D9_Attachment_L,D10_Trainability_L,D11_Chasing_L,D12_Excitability_L,D13_Touch_Sens_L,D14_Energy_L,D_Other_L,hd10_1_db_td_distracted_R,SHORT_D10_Trainability
136,2,2,0,0,0,0,0,0,2,1, , ,0,3,0,2,0,3,1,2,2,2,1,0,2,2,4,2,1,2,4,3,0,0,0,0,0,1,2,1,0,3,2,3,2,3,3,3,1,4,0,0,0,0,1,0, ,0,0,0, , ,0,0,2,0,1,1,0,3,3,1,1,0,1,0,1,0,0,2,2,1,3,3,0,1,0,0,0,0,2,1,0,3,0.666666667,0,0,0.5,1,2,2.333333333,3,2,2,1.333333333,0.428571429,2.666666667, ,0.5, , ,0,1.714285714, ,0.5, , , ,2.625,2.333333333,2,1.333333333,1,0.571428571,3,3
137,3,2,0,0,0,1,0,3,2,4,0,1,0,1,0,1,4,1,4,0,0,0,0,0,4,3,3,2,2,1,2,3,0,1,0,0,0,1,3,3,0,3,2,3,3,2,2,3,0,4,0,1,0,0,1,0,1,2,2,2,0,0,0,2,0,0,1,2,1,0,1,1,2,0,0,0,0,1,1,2,3,2,3,3,1,2,0,0,0,1,3,2,0,2,1,0,0,4,0,3.5,2.333333333,2,2.5,0,2.333333333,0.571428571,1,0.5,3.5,0.666666667,0,0.5,0.428571429,1.5,1.25,0,0,1.833333333,2.375,2.666666667,2,1,2,0.714285714,2,2.333333333
138,2,3,1,0,0,1, ,1,1,1,0,0,2,4,1,2,1,3,2,3,1,2,2,0,1,2,3,3,3,4,4,1,0,1,0,0,0,1,1,1,0,1,3,3,3,2,4,2,0,2,2,2,0,0,1,0,1,2,2,2,0,0,2,2,3,1,1,2,1,3,1,1,3,0,1,1,0,1,2,1,1,3,4,2,0,2,0,0,0,0,2,1,0,1,1, ,1.5,1.5,1.333333333,1.5,3,3,2.5,2,1,0.285714286,3,0,1, ,0,1.5,1.857142857,1.333333333,1.75,0,0.25, ,2.375,3, ,1,1,0.428571429,1,2.333333333
139,2,2,0,0,0,0,0,0,0,1, , ,0,0,0,0,0,0,1,1,0,0,0,0,1,1,4,3,2,0,1,0,1,1,0,0,0,0,1,0,0,1,3,4,3,3,4,2,2,2,0,0,0,0,0,0,0,0,0,0, , ,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0.5,0,1,3,0.333333333,2,0.5,0.333333333,0.428571429,0, ,0.5,0, ,0,0.428571429, ,0, ,0,0.166666667,2.875,1,0.666666667,0.333333333,0.666666667,0.428571429,2,3
140,2,3,0,0,0,1,0,1,1,2,0,0,0,2,0,0,1,1,1,2,0,0,0,0,4,4,3,3,1,0,3,3,1,2,0,0,0,1,0,2,0,2,3,3,3,3, ,3,2,1,0,0,0,0, ,0,1,1,1,2,0,1,1,1,2,1,0,1,1,1,1,0,2,0,0,0,0,1,1,4,4,1,2,1,0,2,0,0,0,2,2,2,0,2,0.666666667,0,0,1,0,4,2.333333333,2,2.5,1,1,0.714285714,1,0,1.5, ,0,1,1, , ,0.5,0,2.666666667, ,1.333333333,2.333333333,0.333333333,2,0.571428571,3,3
141,3,3,0,1,0,0,0,2,1,1,0,1,0,2,0,1,1,1,1,2,0,1, ,1,3,3,3,3,1,0,2,2,1,1,0,0,0,0,2,1,1,0,2,3,1,2,1,1,1,4,0,0,1,1,0,0,0,2,0,2,1,1,0,0,1,0,1,0,0,1,2,0,0,1,1,1,1,1,1,3,3,2,3,3,2,2,0,0,0,2,2,2,2,1,0.333333333,0.333333333,0,1, ,3,2.333333333,1.333333333,3,1,1,0.428571429,1.333333333,0.5,1.5,0.222222222,0.4,0,0.857142857,1.333333333,0,1,0.75,2.666666667,1.875,2.666666667,1,0.666666667,2,1,3,3
142,3,4,1,1,0,4,0,4,1,4, , ,0,1,0,1,0,1,0,0,1,0,0,0,1,3,4,3,3,4,4,3,0,1,0,0,0,2,1,2,0,3,2,4,3,2,0,3,1,2,1,2,1,0,4,0,1,4,4,4, , ,1,2,1,2,2,0,0,2,0,2,0,0,0,0,0,2,3,2,2,1,3,2,0,0,0,0,0,0,2,2,0,2,2,0.333333333,0,0,0,2,3.333333333,3.666666667,3.5,0.5,1.666666667,0.571428571,1, ,4,1.333333333, ,1.25,1.857142857, , , ,0,1.333333333,2.125,2,3.166666667,0.666666667,1.333333333,0.285714286,1,2.666666667
143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,0,0,0,0, ,0,2,2,0,0,2,4,2,4,4,4,4,4,0,0,0,0,0,0,0,0,0,1, ,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.666666667,0,0,0,1.333333333, ,0,0,0,0,0,0,0, ,0, ,0.5,0,3.5,2.666666667,0.5,0,0,0,4,4
144,3,3,0,0,0,0,0,1,0,2, , ,0,1,0,0,1,0,2,2,1,0,0,0,3,3,4,3,2,4,4,0,0,1,0,0,0,0,0,1,0,0,3,4,3,3,3,3,2,1,0,0,0,0,0,0,0,1,1,2, , ,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,3,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.5,0,3,3,2.666666667,3,1.5,0.333333333,0.142857143,0.333333333, ,1.5,0, ,0,0.285714286, ,0, ,0,2.333333333,2.75,2.666666667,2.166666667,0.666666667,0,0.142857143,2,3
145,3,4,0,0,0, ,0,1,2,3, , ,1,0,0,0,1,2,3, ,2,0,0,0,1,0,1,1,3,1,3,2,1,1,0,0,0,0,2,1,0,0, ,1,3, , , ,2,0,0,0,0,0,0,0,2,1,1,3, , ,0,0, ,1,1,1,1,2,3,1,2,0,0,0,0,1,4,1,0,0,3,2,1,1,0,0,0,1,1,1,0,0, ,0,0.5,2,0,0.5,1.666666667,2,3.5, ,1,0.285714286,0.666666667, ,2, , ,0.25, , ,1.25, ,0,0.833333333, ,1.666666667, ,1.333333333,1,0.285714286,1,1
146,3,2,3,1,0,4,0,4,4,3,0,1,1,3,1,1,1,1,2,0,0,1,1,0,2,4,3,3,2,1,3,1,0,1,1,0,0,1,2,1,0,2,3,4,3,3,3,2,2,0,1,0,0,0,2,0,2,1,1,0,0,1,1,1,3,1,0,1,0,1, ,1,3,2,2,1,0,2,1,3,3,1,2,1,1,2,1,0,0,1,2,2,0,2,3.666666667,0.333333333,1,1.5,0.666666667,3,2.666666667,1.666666667,2.5,0,1.333333333,0.571428571,1.666666667,0.5,3.5,0.777777778,0.2,0.75,1.142857143,0.5,1,0.5,0.875,2.166666667,2.5,1.333333333,2, ,1.666666667,0.857142857,2,2.666666667
147,1,1,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,4,2,2,3,0,3,3,1,1,0,0,0,0,1,1,0,0,2,2,2,2,2,3,1,1,0,0,0,0,1,0,1,1,1,3,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,2,0,0,0,1,2,2,0,2,0.666666667,0,0,0,0,4,2.333333333,2,1,0,0.666666667,0.285714286,0.666666667,0,1.5, ,0.2,0,0.857142857,1.5,0,0,0,2.166666667,1.875,2.666666667,0.833333333,0,1.666666667,0.571428571,1,1.666666667
148,2,2,0,0,0,0,0,0,0,0, , ,2,4,2,1,2,1,4,1,1,1,1,0,4,4,3,2,3,3,3,0,0,2,0,1,0,1,2,1,0,0,3,2,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,1,3,2,1,1,0,4,1,0,0,0,2,2,4,4,2,3,1,0,2,0,1,0,0,1,1,0,0,0,0,2,3,0.666666667,4,2.666666667,2,2,1,1.333333333,0.428571429,2, ,0,0,0,2.25,1.714285714,0,2.5,0,0.125,2.833333333,2,2,2.5,0.333333333,0.666666667,0.428571429,1,2
149,2,2,0,0,0,0,0,3,0,3,3,0,0,0,0,0,2,1,2, ,0,0,0,0,4,4,0,0,4,0,4,0,0,2,0,0,0,0,3,2,0,0, , , , ,3,3,2,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0, ,0,0,3,3,0, ,0,4,0,0,0,0,2,2,3,3,0,4,1,0,1,1,0,0,0,2,3,0,0,0,0,0,2,0,4,1.333333333,1.333333333,2, ,1.666666667,0.285714286,0.333333333,1.5,3,0,0,0, , ,2.75,0,0, , ,1.666666667, , ,1.666666667,0.285714286,0,0
150,4,1,1,0,0,1,0,2,2,2, ,0,0,2,0,0,1,0,0,1,1,0,0,0,4,3,3,3,3,4,4,2,0,3,0,0,0,2,3,4,0,3,3,3,3,3,2,3,2,3,1,1,0,0,1,0,1,1,1,1,0,0,0,0,2,0,0,1,0,0,1,1,0,0,0,0,0,4,1,4,3,3,3,2,1,2,0,0,0,2,3,4,0,3,1.333333333,0,0,0.5,0,3.5,3,3.333333333,2.5,1,3,0.857142857,0.666666667, ,2,0.666666667,0.1,0,0.714285714,0.666666667,0.25,0,0,2.666666667,2.75,2.666666667,2.5,0.666666667,3,0.857142857,1,2.333333333
151,0,2,0,0,0,2,0,1,1,2, , ,0,4,0,1,1,1,2,0,1,2,2,0,3,3,3,2,1,2,4,1,0,1,0,0,0,0,1,2,0,4,2,3,3,2,1,3,2,0,0,0,0,0,1,0,1,1,1,3, , ,1,1,4,1,1,2,0,1,0,2,3,2,2,2,0,2,2,2,3,1,4,1,1,1,0,0,0,0,2,3,0,4,1,0,0,1.5,1.333333333,3,2,2.333333333,1,0.5,1,0.714285714,2, ,1.5,0.333333333, ,1,2, ,1.5, ,0.75,1.833333333,2,2,2,0.666666667,1.666666667,0.857142857,3,2.666666667
152,4,4,0,1,0,2,0,3,0,1,2, ,2,0,2,3,4,2,4,2,2,4,0,0,4,4,3,2,2,3,4,0,0,4,0,1,1,4,3,3,0,0,4,3,3,3,4,2,1,4,1,1,2,0,0,0,2,2,2,4, , ,2,2,0,2,2,2,2,4,4,4,2,4,0,0,0,4,4,4,4,1,3,0,0,3,0,0,0,2,3,3,0,0,0.666666667,0.333333333,2,4,1.333333333,4,2.333333333,2.333333333,4,2,3.333333333,0.857142857,1.666666667, ,2,0.888888889, ,1.5,1.428571429, ,2, ,1.5,3.666666667,3,1.333333333, ,3,2.666666667,0.428571429,2,2.333333333
153,2,3,0,1,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,3,3,3,2,3,4,4,2,0,0,2,0,0,0,2,3,1,3,3,3,2,4,3,3,0,3,0,0,0,0,0,0,1, , , ,0,0,0,0,0,0,0,0,0,0,0,0, ,0,0,0,0,0,4,3,2,4,4,1,0,0,1,0,0,0,2,3,0,0,1.333333333,0.333333333,0,0.5,0.333333333,3,2.666666667,3.333333333,2.5,0,1.666666667,0.857142857,0.333333333,0,0,0.222222222,0,0,0, , ,0,0,1.333333333,2.625,3,2,0,1.666666667,0.142857143,1,2
154,2,4,1,1,0,3,1,2,0,2,0,0,1,2,2,0,0,1,0,1,1,0,1,0,3,3,3,2,2,1,2,0,1,1,0,0,0,0,2,2,2,2,3,3,3,4,3,3,2,1,1,1,1,0,3,1,2,1,1,3,0,1,1,1,2,1,0,3,0,1,1,0,2,0,0,2,0,1,2,2,3,2,3,1,0,1,0,0,0,1,2,2,1,3,1.333333333,0.666666667,1.5,0,0.333333333,3,2.333333333,1,3,1,1.333333333,0.857142857,1,0,2,1.333333333,0.7,1,1.428571429,1.166666667,1.5,0.5,0.25,2,2.75,2,2.166666667,0.333333333,1.666666667,0.714285714,2,2.333333333
155,2,2,0,0,0,0,0,1,0,3, , ,0,1,0,1,1,1,2,1,1,0,0,0,2,4,3,2,2,2,3,0,0,3,0,0,0,0,1,1,2,1,3,3,3,3,3,3,3,1,0,0,0,0,0,0,1,1,1,4,2,2,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,3,3,3,4,3,3,0,0,3,0,0,0,0,0,1,2,0,0,0,0,1.5,0,3,2.333333333,1.666666667,2,1,0.666666667,0.857142857,1, ,2,0.222222222,0.1,0, ,1.666666667,0.25,2,0,2.166666667,2.75,2,2.333333333,0.333333333,0.333333333,0.714285714,2,2.333333333
156,3,3,0,0,0,0,0,0,0,0,0,0,3,1,3,1,3,1,4,1,0,0,2,0,4,4,3,2,1,1,3,0,1,1,0,0,0,0,2,1,0,2,3,3,3,4,4,4,2,4,1,1,0,0,1,0,1,3,3,3,1,1,3,3,1,4,1,4,2,1,0,0,4,2,3,1,0,2,3,4,4,1,3,0,2,2,0,0,0,1,2,2,0,2,0,0,3,3.5,0.666666667,4,2,1.333333333,3,0.5,1,0.571428571,1,0,0,1.333333333,0.1,3.25,1.285714286,2,3.25,1,1,2.666666667,3.375,1.333333333,2.166666667,0,1.666666667,0.857142857,3,2.666666667
157,2,2,0,0,0,1,0,1,1,2, , ,1,1,1,0,1,1,1,0,0,0,0,0,3,1,4,4,1,0,4,2,0,1,0,0,0,0,1,1,0,1,4,4,3,4,1,3,2,2,1,0,0,0,2,0,2,1,1,2,1,1,1,0,1,1,1,1,1,1,0,0,0,2,1,1,0,2,2,2,1,0,4,3,0,2,0,0,0,0,2,3,0,2,0.666666667,0,1,1,0,2,3,2,2,0,0.666666667,0.285714286,0.666666667, ,1.5,1.111111111,0.3,0.75,0.714285714,1.166666667, ,1,0.5,1.166666667,2.875,2.333333333,2,0,1.666666667,0.571428571,3,3.666666667
158,2,2,0,0,0,0,0,1,0,1, , ,0,0,0,0,1,0,1,0,1,3,3,3,4,4,3,2,4,2,3,2,4,4,0,0,0,1,3,3,0,3,2,1,1,4,1, ,2,4,0,0,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,0,2,2,3,3,3,3,4,2,3,0,0,0,0,3,3,1,2,0,0,0,1,3,4,3,2.333333333,2,0.5,2.333333333,1.571428571,0, ,1, ,0,0, , ,0.25,0,0.5,2.166666667, ,3.333333333, ,0.333333333,2,1.142857143,0,1.666666667
159,1,2,0,0,0,0,0,1,0,1, , ,1,4,2,0,1,4,1,0,0,1,1,0,4,4,3,2,1,1,3,1,1,2,1,0,0,0,1,1,0,0,4,3,2,4,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,1,0,0,4,0,0,2,0,0,0,0,2,1,4,4,1,4,1,1,2,1,0,0,0,1,1,0,0,0,0,1.5,1,0.666666667,4,2,1.666666667,1.5,0,0.666666667,0.571428571,2.666666667, ,1,0,0.1,1,2.428571429,0.166666667,0.5,0,0,3.166666667,3,2, ,0,0.666666667,0.571428571,3,2.666666667
160,3,3,2,0,1,2,1,2,2,2,0,0,2,2,1,1,2,2,2,1,1,0,2,1,3,3,1,1,3,3,3,2,2,2,1,1,1,1,3,2,2,3,2,2,2,2,2,2,1,3,1,1,0,0,1,0,1,1,1,2,0,0,1,1,1,0,1,2,2,1,0,0,1,1,2,2,1,3,3,3,3,3,3,2,1,2,1,1,0,2,2,1,2,2,2,0.666666667,1.5,2,1,3,1.666666667,2.666666667,3,1,2,1.714285714,1.666666667,0,2,0.777777778,0,0.75,1,1.166666667,1.5,0,1.25,2.333333333,2,2.666666667,3,0,1.666666667,1.285714286,1,1
161,2,2,0,0,0,1,0,0,1,2,2,1,1,0,1,0,0,1,2,3,1,0,0,0,4,4,2,1,3,4,4,4,1,1,0,0,0,3,4,4,2,4,3,2,2,2,0,1,0,4,0,0,0,0,1,0,0,0,0,2,1,1,1,1,0,1,1,0,0,1,2,0,0,0,1,0,2,3,3,4,3,4,4,3,1,0,1,0,0,2,4,4,1,3,0.666666667,0,1,1,0,4,2,4,2,2,3.666666667,1.142857143,0.333333333,1.5,1,0.111111111,0,0.75,0.571428571,1,0,1,0.375,2.333333333,1.75,3.666666667,3,0.666666667,3.333333333,0.857142857,1,1.333333333
162,3,2,4,1,0,1,0,2,0,3,1,2,2,4,4,0,2,1,4,4,4,0,0,0,0,0,4,0,4,4,4,1,1,0,0,0,1,0,3,2,0,1,1,4,1,3,3,4,1,4,0,3,0,0,1,0,0,2,2,4,0,3,0,0,4,0,0,0,0,0,2,0,0,0,1,0,0,3,3,2,3,4,4,2,1,1,0,1,1,0,3,3,0,1,1.666666667,0.333333333,3,3,0,0,2.666666667,3,2.5,4,1.666666667,0.428571429,1.666666667,1.5,2.5,2.111111111,0.2,0,1.714285714, ,0.25,1.5,0.25,2.166666667,2.625,3.333333333,2.5,1,2,0.714285714,0,1.333333333
163,3,3,0,0,0,0,0,1,0,1,0,0,1,4,1,0,1,0, ,0,0,0,2,0,3,3,3,2,1,3,4,0,0,0,0,0,0,0,2,2,0,3,2,3,2,3, , ,2,4,0,0,0,0,1,0,1,1,0,1, , ,0,0,4,0,1,0,0,0, ,0,0,0,0,3,0,4,4,3,3,1,3,0,0,0,0,0,0,0,3,3,0,3,0,0,1, ,0.666666667,3,2,2.333333333,3,0,1.333333333,0.428571429,1.333333333,0,1,0.222222222, ,0,1.285714286, ,0, ,1.25,1.666666667, ,1.333333333,3.5, ,2,0.428571429,3,2.666666667
164,0,2,0,0,0,0,0,1,0,2, , ,0,0,0,2,2,2,2,0,2,0,0,0,2,3,4,4,3,0,2,1,1,1,0,1,0,0,2,2,0,1,3,4,4,3,3,3,2,2,0,0,0,0, ,0,0,1,1,1, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,2, ,1,1,0,1,0,0,2,2,0,2,0,0,0,2,0,2.5,3.666666667,1,1,1,1.333333333,0.571428571,1.333333333, ,1.5, , ,0,0, , , ,0,1.833333333,3, ,1.166666667,0,1.333333333,0.714285714,1,3
165,1,3,0,0,0,1,0,0,1,1, , ,1,1,1,1,2,2,2,3,3,0,1,0,3,4,3,2,2,1,3,0,0,1,0,0,0,0,2,1,0,3,2,4,3,4,4,4,2,4,0,0,0,0,1,0,1,0,0,2, ,0,1,1,1,1,2,1, ,2,3,2,3,0,0,0,0,0,1,2,3,2,3,0,0,1,0,0,0,1,2,1,0,2,0.666666667,0,1,2,0.333333333,3.5,2.333333333,1.333333333,2,3,1,0.571428571,1.333333333, ,0.5,0.222222222, ,0.75,1.428571429, , , ,0.375,1.833333333,3.375,1.666666667,1.5,2,1.333333333,0.428571429,2,2.333333333
166,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,2,0,4,3,0,0,2,0,0,3,0,0,0,3,3,0,0,0,0,0,2,1,0,4,3,1,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4, ,0,2,0,0,0,0,4,4,0,0,3,0,0,2,0,2,0,1,1,0,1,0,0,0,0,0.666666667,3.5,0.666666667,1,1,4,0,0.857142857,0,0,0,0,0.1,0,1.285714286,0.166666667, ,0,0.75,2.166666667,2,1,0.666666667,3.666666667,0.666666667,0.714285714,2,0.666666667
167,2,2,2,0,0,4,0,3,2,4,0,0,2,2,3,2,4,2,4,2,1,2,3,3,4,3,3,3,3,4,4,1,1,2,0,0,0,1,2,2,0,0,3,2,3,3,0,2,1,4,1,1,0,0,4,0,2,4,4,4,0,0,3,3,3,3,1,2,2,2,1,1,2,1, , ,2,1,0,4,2,4,4,1,0,2,0,0,0,2,2,1,1,0,2.666666667,0,2.5,4,2.666666667,3.5,3,3,2,1.5,1.666666667,0.428571429,2,0,3.5,1.888888889,0.5,2.75, ,3.166666667,2,0, , ,2.25,3,1.666666667,0.666666667,1.666666667,0.428571429,1,2.333333333
168,2,2,1,0,0,1,0,3,1,4, , ,1,3,1,2,3,3,3,1,1,1,0,0,4,3,3,3,2,3,4,1,0,2,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,2, ,0,0,1,0,2,4,4,4, , ,1, ,2,2,1,4,4,4,1,1,4,1,0,0,0,3,2,4,4,3,4,1,0,2,0,0,0,0,1,1,0,0,1,0,1,3,0.333333333,3.5,2.666666667,2.666666667,2,1,0,0.285714286,2.666666667, ,3.5, , , , ,3.333333333,3.25, ,0.125,2.333333333,2.625,2.666666667,1.833333333,0.666666667,0.666666667,0.285714286,2,2.666666667
169,4,3,1,0,0,2,0,3,2,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,3,2,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,4,3,4,4,2,1,1,0,0,0,0,2,0,2,2,2,4,0,0,0,0,2,0,0,0,0,1,2,2,0,1,0,2,0,3,3,1,3,0,0,0,0,3,0,0,0,0,1,0,0,0,1.666666667,0,0,0,0,0,2,0.666666667,3.5,1,0,0.428571429,0.333333333,0,3,1.111111111,0.2,0,0.714285714,1.833333333,0,0,0.375,1.666666667,2.5,0,2.666666667,1.333333333,0.333333333,0.428571429,3,2.666666667
170,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,2,0,3,0,0,0,0,0,0,0,1,0,0,1,4,3,3,3,4,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2.666666667,1,2,0,0.333333333,0.142857143,0,0,0,0,0,0,0,0,0,0,0.25,1.166666667,3,1.333333333,1.833333333,0,0.666666667,0.142857143,2,2.666666667
171,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,2,2,2,3,2,3,0,3,0,3,2,0,0,0,1,3,3,0,2,3,3,1,4,1,2,2,3,0,0,0,0,0,0,0,0,0, ,0,0,0,0,1,0,1,0,0,1,1,1, ,1,1,1,1,3,2,3,3,2,4,1,2,3,0,0,0,1,3,3,0,2,0,0,0,0,1,2,2.666666667,1,2,1.5,2.333333333,1,0,0,0,0,0,0, , , ,0,0.625,2,2.375,2.333333333,1.833333333,1,2.333333333,1,1,2
172,2,3,1,0,0,1,0,0,1,2,0,0,1,0,2,0,1,1,1,4,2,1,1,1,2,3,3,3,2,2,4,1,0,1,0,1,1,0,2,1,0,1,3,3,3,2,3,3,2,3,1,1,0,0,1,0,1,0,0,2,0,0,2,1,0,1,0,1,1,0,2,1,2,1,1,1,0,1,2,3,3,2,4,1,0,1,0,1,1,0,2,1,0,1,1,0,1.5,1,1,2.5,2.666666667,2.333333333,2.5,3,1,0.571428571,0.333333333,0,1,1,0.3,1.25,0.285714286,0.833333333,1.25,0,0.625, ,2.75,2.333333333,1.666666667,1,1,0.571428571,2,2.666666667
173,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,2,2,0,3,2,3,3,2,2,4,1,0,0,0,0,0,0,0,0,0,3,3, ,3,3,4, ,2,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,2,1,2,3,2,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0.5,0.5,1.333333333,2.5,2.666666667,2.333333333,1,1.5,0,0.428571429,0.333333333,0,0,0.333333333,0.1,0,0.857142857,0.166666667,0.25,0,0,1.166666667, ,1.666666667,1.166666667,0.666666667,0,0.428571429,2,2.666666667
174,2,2,0,0,0,1,0,1,2,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,3,3,1,3,3,3,0,0,3,0,0,1,0,3,2,0,1,3,3,1,4,3,3,1,3,0,0,0,0,1,0,1,1,1,2,0,0,0,0,0,0,1,1,0,0, ,1,1,1,0,1,0,2,2,4,3,2,2,0,1,3,1,0,1,0,3,2,0,2,1,0,0,0,0,3.5,2.333333333,2,2,0,1.666666667,0.714285714,0.666666667,0,1.5,0.333333333,0.1,0.25,0.142857143, , ,0,0.25,2.5,2.625,1.333333333,2.166666667, ,1.666666667,1.142857143,1,1.666666667
175,4,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,2,3,2,4,1,4,4,0,3,0,0,0,2,3,2,1,2,2,3,2,2,0,2,0,3,0,0,0,0,1,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0, ,0,2,0,0,2,0,4,4,0,2,2,4,4,1,4,0,0,0,0,2,2,0,3,1,0,0,1,0,1.5,3,3,4,0,2.333333333,0.857142857,0,0,0.5,0.333333333,0, ,0,0.833333333, ,0,0.375,1.166666667,1.75,3.333333333, , ,1.333333333,1.142857143,0,1.666666667
