dog_age_years,dog_age_months,neutered_spayed,age_at_adoption_years,age_at_adoption_months,owner_age,other_dogs_present,question_001,question_002,question_003,question_004,question_005,question_006,question_007,question_008,question_009,question_010,question_011,question_012,question_013,question_014,question_015,question_016,question_017,question_018,question_019,question_020,question_021,question_022,question_023,question_024,question_025,question_026,question_027,question_028,question_029,question_030,question_031,other_aggression_present,question_036,question_037,question_038,question_039,question_040,question_041,question_042,question_043,question_044,question_045,question_046,question_047,question_048,question_049,question_050,question_051,question_052,question_053,question_054,question_055,question_056,question_057,question_058,question_059,question_060,question_061,other_fear_present,question_062,question_063,question_064,question_065,question_066,question_067,other_excitability_present,question_068,question_069,question_070,question_071,question_072,question_073,question_074,question_075,question_076,question_077,question_078,question_079,question_080,question_081,question_082,question_083,question_084,question_085,question_086,question_087,question_088,question_089,question_090,question_091,question_092,question_093,question_094,question_095,question_096,question_097,question_098,question_099,question_100,dog_sex_Femmina,dog_sex_Maschio,is_mixed,is_brachycephalic,breed_top_altro,breed_top_american_staffordshire_terrier,breed_top_australian_shepherd,breed_top_border_collie,breed_top_cocker_spaniel_inglese,breed_top_golden_retriever,breed_top_incrocio___meticcio,breed_top_jack_russel_terrier,breed_top_labrador_retriever,breed_top_other_rare,breed_top_pastore_tedesco,breed_group_companion_toy,breed_group_gundog,breed_group_herding,breed_group_mixed,breed_group_molosser,breed_group_other,breed_group_pinscher_schnauzer,breed_group_scenthound,breed_group_sighthound,breed_group_spitz_nordic,breed_group_terrier,breed_group_working
1,4,1,0,3,25,1,3.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,,,1.0,2.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0,4.0,4.0,4.0,0.0,0.0,4.0,0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,1.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,0.0,0.0,1.0,,2.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,1,1,0,52,1,4.0,0.0,2.0,0.0,,3.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,,,0.0,3.0,1.0,2.0,2.0,0.0,0.0,1,2.0,2.0,1.0,2.0,3.0,,0.0,3.0,4.0,1.0,0.0,2.0,4.0,4.0,2.0,,1.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1,1.0,1.0,2.0,3.0,1.0,1.0,0,4.0,4.0,4.0,3.0,0.0,0.0,1.0,0.0,4.0,3.0,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,,1.0,1.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,4,1,4,2,58,1,3.0,,,0.0,,,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,2.0,2.0,0.0,0.0,999,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,,1.0,0.0,2.0,3.0,1.0,0.0,,,2.0,0.0,0.0,0.0,999,1.0,3.0,4.0,2.0,1.0,3.0,999,3.0,1.0,4.0,0.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,,3.0,3.0,3.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
12,10,1,5,6,30,1,1.0,3.0,4.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,0.0,,0.0,,2.0,1.0,0.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0,4.0,4.0,4.0,4.0,4.0,2.0,0,4.0,2.0,3.0,2.0,3.0,3.0,1.0,0.0,,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,0,1,0,2,27,0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1,0.0,0.0,3.0,0.0,1.0,,0.0,2.0,4.0,1.0,0.0,2.0,0.0,,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,1,3.0,2.0,,3.0,1.0,2.0,0,2.0,2.0,2.0,1.0,0.0,2.0,3.0,3.0,,3.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,6,1,0,3,33,1,0.0,1.0,1.0,1.0,,2.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0,3.0,3.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,,2.0,1.0,2.0,1.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0,4.0,2.0,1.0,2.0,0.0,2.0,0,4.0,2.0,4.0,3.0,3.0,4.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7,1,1,0,2,54,1,0.0,0.0,1.0,0.0,4.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,2.0,0.0,1.0,1.0,0.0,1.0,0,,0.0,3.0,0.0,0.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
6,0,1,5,0,18,0,,0.0,2.0,1.0,0.0,4.0,2.0,4.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0,2.0,4.0,3.0,1.0,0.0,0.0,0,3.0,2.0,4.0,0.0,1.0,4.0,0.0,2.0,2.0,,4.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6,0,1,0,2,37,0,1.0,0.0,1.0,2.0,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1,2.0,2.0,4.0,0.0,0.0,3.0,1,3.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,1,0,3,41,0,,1.0,1.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,,0.0,,2.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,999,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,999,3.0,2.0,2.0,3.0,0.0,3.0,999,3.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11,3,1,0,3,55,0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,2.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,1,2.0,2.0,2.0,0.0,0.0,0.0,0,2.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13,0,1,0,1,26,0,0.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,,2.0,0.0,2.0,0.0,0.0,0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,4.0,4.0,2.0,1.0,1.0,0.0,,2.0,0.0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0,0.0,2.0,4.0,0.0,0.0,3.0,0,3.0,1.0,3.0,3.0,4.0,,2.0,2.0,,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,1,0,3,36,1,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,,2.0,0.0,2.0,0.0,0.0,999,2.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0,2.0,0.0,2.0,1.0,0.0,2.0,0,2.0,2.0,4.0,2.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,2.0,,2.0,0.0,0.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
3,2,1,0,4,34,1,1.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,,0.0,2.0,0.0,0.0,999,1.0,1.0,4.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,0,2.0,0.0,2.0,0.0,0.0,2.0,0,0.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,,2.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3,2,1,0,3,64,0,1.0,0.0,4.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0,3.0,3.0,2.0,2.0,2.0,,0.0,4.0,3.0,2.0,1.0,3.0,4.0,,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,,0,4.0,2.0,4.0,3.0,0.0,3.0,0,,3.0,4.0,4.0,4.0,0.0,4.0,4.0,4.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,6,1,0,5,24,0,0.0,0.0,1.0,0.0,,3.0,0.0,2.0,0.0,2.0,,0.0,0.0,4.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,0.0,2.0,0.0,0.0,0.0,0,,,2.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4.0,2.0,4.0,4.0,2.0,4.0,0,4.0,1.0,0.0,3.0,3.0,1.0,,0.0,,0.0,1.0,2.0,0.0,0.0,4.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10,2,1,1,5,23,0,2.0,0.0,1.0,2.0,3.0,3.0,1.0,4.0,0.0,1.0,1.0,,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,2.0,1.0,1.0,2.0,1.0,0,3.0,2.0,2.0,2.0,0.0,0.0,4.0,1.0,,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7,11,1,0,3,53,0,1.0,0.0,1.0,1.0,,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,2.0,2.0,2.0,3.0,0,,2.0,3.0,2.0,2.0,3.0,,0.0,,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,,2.0,1.0,2.0,,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5,0,1,0,2,43,1,1.0,1.0,2.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,,2.0,2.0,0.0,,2.0,0.0,0.0,0.0,0.0,0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,1.0,4.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1,4.0,2.0,4.0,0.0,0.0,4.0,0,4.0,2.0,3.0,2.0,4.0,4.0,3.0,0.0,,0.0,2.0,4.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,3.0,4.0,,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,1,0,4,38,0,0.0,1.0,,0.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0,1.0,4.0,4.0,0.0,1.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,3.0,3.0,2.0,0.0,3.0,0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11,1,1,1,0,25,0,2.0,0.0,0.0,1.0,,,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1.0,0.0,2.0,1.0,2.0,0,3.0,2.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,9,1,0,3,46,0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,999,3.0,2.0,2.0,0.0,0.0,2.0,999,2.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,3.0,,0.0,0.0,2.0,3.0,,1.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,0,1,0,5,23,0,1.0,1.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0,2.0,2.0,1.0,0.0,0.0,2.0,0,4.0,4.0,4.0,2.0,3.0,2.0,0.0,2.0,2.0,,1.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11,10,1,0,3,24,0,1.0,,,1.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,,1.0,,0.0,0.0,1,0.0,0.0,4.0,1.0,0.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,3.0,0.0,4.0,2.0,0.0,2.0,0,3.0,2.0,2.0,3.0,0.0,1.0,3.0,3.0,,,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2,2,1,0,2,22,1,1.0,0.0,1.0,2.0,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,0.0,,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0,3.0,2.0,4.0,1.0,1.0,4.0,0,1.0,0.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
12,11,1,0,2,20,0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,4.0,4.0,2.0,1.0,4.0,2.0,0.0,4.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,,1,2.0,1.0,3.0,1.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,4.0,1.0,,3.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,2.0,4.0,1.0,4.0,4.0,4.0,1,4.0,3.0,3.0,4.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
3,0,1,2,0,35,0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,3.0,0.0,1.0,0.0,,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,,3.0,1.0,0.0,,2.0,1.0,3.0,0.0,,0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,,0.0,0.0,,4.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,1,3.0,2.0,4.0,3.0,2.0,3.0,0,4.0,4.0,4.0,2.0,3.0,2.0,4.0,1.0,,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,1,0,4,53,0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,,0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,0.0,999,2.0,2.0,1.0,1.0,0.0,1.0,0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,2.0,,2.0,1.0,0.0,2.0,1.0,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6,10,0,0,2,24,0,1.0,0.0,2.0,0.0,2.0,4.0,1.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,2.0,2.0,0.0,3.0,0.0,2.0,4.0,2.0,4.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,0.0,0,4.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,0.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,0.0,0.0,3.0,1.0,3.0,2.0,0.0,1.0,0,3.0,2.0,4.0,3.0,3.0,4.0,999,3.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,,3.0,1.0,0.0,4.0,3.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
